((0.5263157894736842, 0.06140350877192982), 0.005714285714285714)
((0.7222222222222222, 0.0718954248366013), 0.005714285714285714)
((0.6666666666666666, 0.16666666666666666), 0.022857142857142857)
((0.6666666666666666, 0.08333333333333333), 0.005714285714285714)
((0.0, 0), 0.03428571428571429)
((0.5, 0.125), 0.005714285714285714)
((0.5, 0.08888888888888889), 0.005714285714285714)
((0.4, 0.05555555555555555), 0.005714285714285714)
((0.6923076923076923, 0.14743589743589744), 0.005714285714285714)
((0.7, 0.13333333333333333), 0.005714285714285714)
((0.4, 0.15), 0.005714285714285714)
((0.4285714285714286, 0.08791208791208792), 0.005714285714285714)
((0.5714285714285714, 0.08241758241758242), 0.005714285714285714)
((0.8333333333333333, 0.05555555555555555), 0.005714285714285714)
((0.8333333333333333, 0.09848484848484848), 0.005714285714285714)
((0.8571428571428572, 0.23809523809523808), 0.005714285714285714)
((0.8571428571428572, 0.10989010989010989), 0.011428571428571429)
((0.5, 0.25), 0.005714285714285714)
((0.6666666666666666, 0.0), 0.017142857142857144)
((0.5, 0.13333333333333333), 0.017142857142857144)
((0.125, 0.16071428571428573), 0.005714285714285714)
((0.16666666666666669, 0.12121212121212122), 0.005714285714285714)
((1.0, 0.05), 0.005714285714285714)
((0.625, 0.10714285714285714), 0.005714285714285714)
((0.6, 0.1), 0.005714285714285714)
((0.33333333333333337, 0.16666666666666666), 0.017142857142857144)
((0.4, 0.12222222222222222), 0.005714285714285714)
((0.6, 0.2), 0.005714285714285714)
((0.8333333333333333, 0.12121212121212122), 0.005714285714285714)
((0.8181818181818181, 0.08181818181818182), 0.005714285714285714)
((0.8333333333333333, 0.1), 0.005714285714285714)
((0.8333333333333333, 0.06666666666666667), 0.005714285714285714)
((1.0, 0.0), 0.09714285714285714)
((0.7142857142857143, 0.0761904761904762), 0.005714285714285714)
((0.7, 0.05), 0.005714285714285714)
((0.12, 0.06833333333333333), 0.005714285714285714)
((0.14285714285714285, 0.21428571428571427), 0.005714285714285714)
((0.7142857142857143, 0.16666666666666666), 0.005714285714285714)
((0.8125, 0.10416666666666667), 0.005714285714285714)
((0.9090909090909092, 0.10909090909090909), 0.005714285714285714)
